7.1999999999999997e-01,1.0000000000000000e+00
9.6999999999999997e-01,1.0000000000000000e+00
6.7000000000000004e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
6.6000000000000003e-01,1.0000000000000000e+00
8.5999999999999999e-01,1.0000000000000000e+00
7.1999999999999997e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
5.9999999999999998e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
6.7000000000000004e-01,1.0000000000000000e+00
6.4000000000000001e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
7.0999999999999996e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
2.0000000000000001e-01,0.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
3.4000000000000002e-01,0.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
7.0999999999999996e-01,1.0000000000000000e+00
7.3999999999999999e-01,1.0000000000000000e+00
7.3999999999999999e-01,1.0000000000000000e+00
5.9999999999999998e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
6.8999999999999995e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
7.9000000000000004e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
6.9999999999999996e-01,1.0000000000000000e+00
7.3999999999999999e-01,1.0000000000000000e+00
1.4000000000000001e-01,0.0000000000000000e+00
6.4000000000000001e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
6.9999999999999996e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
6.8000000000000005e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
5.8999999999999997e-01,1.0000000000000000e+00
4.8999999999999999e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
6.7000000000000004e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
7.2999999999999998e-01,1.0000000000000000e+00
6.7000000000000004e-01,1.0000000000000000e+00
6.6000000000000003e-01,1.0000000000000000e+00
6.9999999999999996e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
6.8000000000000005e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
6.6000000000000003e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
4.8999999999999999e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
7.0999999999999996e-01,1.0000000000000000e+00
1.0000000000000000e+00,1.0000000000000000e+00
7.2999999999999998e-01,1.0000000000000000e+00
6.8000000000000005e-01,1.0000000000000000e+00
7.5000000000000000e-01,1.0000000000000000e+00
